listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,120,3,3,1900000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,425,3,3,5700000000.0,2
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,120,2,3,2500000000.0,0
dijual strozzi at symphonia cluster terbaru summarecon serpong,indarlingtien ,Gading Serpong,Serpong,Serpong,92,3,2,2162000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,300,4,3,2600000000.0,2
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,200,4,2,1850000000.0,0
dijual real attic kembali hadir di cluster terbaru strozzi at symphonia,indarlingtien ,Gading Serpong,Serpong,Serpong,144,4,3,2490035532.0,0
dijual rumah cluster diandre at citra garden serpong,indarlingtien ,Serpong,Serpong,Serpong,95,3,3,1775764209.0,0
dijual rumah mewah modern klasik matera residence gading serpong,indarlingtien ,Gading Serpong,Serpong,Serpong,432,5,4,12970400000.0,1
dijual dijual rumah di fortune distric graha raya bintaro tangerang,titin zae ,Bintaro,,Bintaro,140,3,2,1750000000.0,0
dijual komplek jl kenari bintaro sektor 2 ciputat timur kota tangerang selatan banten 15412,titin zae ,Bintaro,Ciputat,Ciputat,90,3,1,1800000000.0,0
dijual dijual rumah di perum pamulang asri ciputat timur tangerang selatan,titin zae ,,Ciputat,Ciputat,60,2,1,780000000.0,0
dijual dijual rumah 2 lantai dalam komplek alvita ciputat tangsel,erna wati ,,Ciputat,Ciputat,150,3,2,1500000000.0,0
dijual di jual rumah di jln pelikan 1 bintaro jaya sek 2 tangerang selatan,titin zae ,Bintaro,,Bintaro,200,4,4,4200000000.0,2
dijual dijual cepat rumah cantik dalam cluster di pondok ranji tangsel,erna wati ,,Ciputat,Ciputat,135,4,2,2100000000.0,0
dijual bsd,yuliana ,BSD,,,110,3,2,1750000000.0,0
dijual dijual rumah 3 lantai di winona alam sutera,siensien ,Alam Sutera,,,277,5,4,6500000000.0,2
dijual dijual rumah 2 lantai di bintaro jaya sektor 9,erna wati ,Bintaro,,Bintaro,96,2,1,2500000000.0,0
dijual kencana loka bsd city,nurul hidayati ,BSD,,,300,4,4,3200000000.0,2
dijual kencana loka bsd city,nurul hidayati ,BSD,,,200,4,3,2750000000.0,2
dijual discovery bintaro jaya,nevi ,Bintaro,Pondok Aren,Pondok Aren,224,5,4,4299999999.0,2
dijual villa cendana ciputat,nevi ,,Ciputat,Ciputat,140,3,3,1600000000.0,0
dijual kebayoran residences,nevi ,Bintaro,Pondok Aren,Pondok Aren,248,5,4,7500000000.0,2
dijual serpong park,rista ,Serpong,Serpong,Serpong,80,3,1,850000000.0,0
dijual serpong lagoon tangerang,ogi ,,Setu,,84,2,2,950000000.0,0
dijual harvest serpong residence,erick malko ,BSD,Serpong,Serpong,73,2,2,1415000000.0,0
dijual rumah di bintaro sektor 2 ry,hendra hartono ,Bintaro,,Bintaro,300,5,3,2900000000.0,2
dijual jual rumah seken terawat siap huni di golden park 2 dekat serpong harga all in bisa kpr,sarah maghfiratan warahmah ,Serpong,Serpong,Serpong,61,2,2,1100000000.0,0
dijual komplek japos,ida murni ,,Pondok Aren,Pondok Aren,170,3,2,800000000.0,0
dijual tangerang selatan,diqi ,BSD,,,66,3,3,62800000.0,0
dijual taman telaga golf bsd city,nurul hidayati ,Serpong,Serpong,Serpong,800,6,7,15000000000.0,1
dijual rumah mewah di sektor 7 bintaro jaya 12 m 4013 oc,roni ,Bintaro,,Bintaro,400,4,4,12000000000.0,1
dijual rumah siap huni di sektor 3 bintaro jaya 3 8 m 4010 oc,roni ,Bintaro,,Bintaro,400,5,4,3800000000.0,2
dijual rumah hommy di sektor 3 bintaro jaya 3 8 m 3891 oc,roni ,Bintaro,,Bintaro,200,4,3,3800000000.0,2
dijual prum sumarecon gading serpong,fara ,Gading Serpong,Serpong,Serpong,60,3,2,2350000000.0,0
dijual lelang cessie rumah di kedaun residence,fara ,Pamulang,Pamulang,,360,3,3,1500000000.0,2
dijual bsd city taman giri loka,adrian ,BSD,Serpong,Lengkong Gudang,400,8,6,7500000000.0,1
dijual river park bintaro,ika indayanti ,Bintaro,,Bintaro,492,6,8,7900000000.0,1
dijual bintaro jaya,dewi ,Bintaro,,Bintaro,144,3,3,2400000000.0,0
dijual rumah hunian dijual 2 lantai di sektor 9 maleo bintaro jaya rn 9865,gebie ,Bintaro,,Bintaro,100,3,3,2100000000.0,0
dijual rumah megah 2 lantai premium desain di sektor 9 puri bintaro rn 9866,gebie ,Bintaro,,Bintaro,295,4,3,5600000000.0,2
dijual rumah 3 lantai minimalis di kebayoran harmony bintaro gb 9878,gebie ,Bintaro,,Bintaro,225,4,3,3300000000.0,2
dijual rumah 2 lantai 4 kamar tidur di discovery cielo bintaro jaya gb 9895,gebie ,Bintaro,,Bintaro,100,4,3,3200000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,320,5,6,11000000000.0,1
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,200,4,2,4500000000.0,2
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,122,3,2,3100000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,100,3,1,1800000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,314,4,3,3750000000.0,2
dijual palem puri bintaro,rama wardana ,,Ciputat,Ciputat,91,3,2,1283000000.0,0
dijual cluster konsep industrialis dp 10 juta free seluruh biaya2,rama wardana ,Serpong,Serpong,Serpong,65,3,2,1080000000.0,0
dijual rumah mewah akses dekat toll di menteng residence bintaro dm 9908,gebie ,Bintaro,,Bintaro,400,5,3,8250000000.0,1
dijual gading serpong matera,indra lim ,Serpong,Serpong,Serpong,452,5,4,12711000000.0,1
dijual pondok benda pamulang,rama wardana ,Pamulang,Pamulang,,90,3,3,1200000000.0,0
dijual dijual rumah aman dan nyaman semi furnished di camar bintaro gb 9916,gebie ,Bintaro,,Bintaro,290,3,3,4900000000.0,2
dijual miliki hunian 1 lantai dp hanya 5jt dekat unpam lama p,zee margaretha ,Pamulang,Pamulang,,40,2,1,5000000.0,0
dijual dijual rumah 2 lantai siap huni di jl pinguin bintaro,yanthi rochsis ,Bintaro,,Bintaro,500,8,4,9500000000.0,1
dijual dijual rumah minimalis 4 kamar tidur di puri bintaro jaya 9866 rn,fanta r tan ,Bintaro,,Bintaro,295,4,3,5600000000.0,2
dijual bintaro sektor 3a rumah dijual mi,hendra hartono ,Bintaro,,Bintaro,70,2,1,850000000.0,0
dijual ciputat baru,muhammad nur ,,Ciputat,Ciputat,69,3,2,1400000000.0,0
dijual rumah mewah 3 lantai luas tanah 90 m2 di kebayoran harmony 9878 gb,fanta r tan ,Bintaro,,Bintaro,225,4,3,3300000000.0,2
dijual rumah di cluster topaz pondok hijau golf area gading serpong tangerang,maria goretti ,Gading Serpong,Serpong,Serpong,133,4,3,2900000000.0,0
dijual rumah orientasi utara 2 lantai di villa bintaro regency 9893 sc,fanta r tan ,Bintaro,,Bintaro,200,3,3,1750000000.0,0
dijual cluster ciputat bintaro dekat stasiun jurang mangu,nasihi ,Bintaro,,Bintaro,65,2,2,982000000.0,0
dijual discovery bintaro,santi ,Bintaro,,Bintaro,200,6,4,4000000000.0,2
dijual discovery bintaro,santi ,Bintaro,,Bintaro,236,4,3,4900000000.0,2
dijual discovery aluvia bintaro jaya sektor 9,santi ,Bintaro,,Bintaro,117,4,4,2500000000.0,0
dijual brandnew emerald home bintaro,santi ,Bintaro,,Bintaro,121,4,3,3679000000.0,0
dijual puri bintaro,santi ,Bintaro,,Bintaro,192,4,2,2750000000.0,2
dijual rumah siap huni di discovery bintaro,santi ,Bintaro,,Bintaro,117,3,3,2800000000.0,0
dijual rumah cantik di pantagonia bsd,santi ,BSD,,,200,4,3,3550000000.0,2
dijual jual rumah 2 lantai modern unfurnished di discovery cielo 9895 gb,fanta r tan ,Bintaro,,Bintaro,100,4,3,3200000000.0,0
dijual sektor 9 bintaro,santi ,Bintaro,,Bintaro,200,3,3,2950000000.0,2
dijual discovery bintaro,santi ,Bintaro,,Bintaro,117,3,3,2600000000.0,0
dijual cluster discovery bintaro,santi ,Bintaro,,Bintaro,120,3,3,3300000000.0,0
dijual rumah siap huni di permata bintaro,santi ,Bintaro,,Bintaro,80,2,1,2200000000.0,0
dijual brandnew kiwi graha bintaro,santi ,Bintaro,,Bintaro,110,4,3,2250000000.0,0
dijual hunian cantik nyaman strategis di discovery lumina,santi ,Bintaro,,Bintaro,120,4,4,3000000000.0,0
dijual brand new sektor 9 bintaro,santi ,Bintaro,,Bintaro,250,4,3,3500000000.0,2
dijual hot sale permata bintaro,santi ,Bintaro,,Bintaro,60,2,1,1290000000.0,0
dijual hunian hook asri nyaman strategis di discovery bintaro,santi ,Bintaro,,Bintaro,185,5,4,4650000000.0,2
dijual hunian cantik bagus nyaman lingkungan asri nyaman strategis di kebayoran bintaro,santi ,Bintaro,,Bintaro,249,5,4,5800000000.0,2
dijual hunian cantik bagus nyaman strategis di discovery bintaro,santi ,Bintaro,,Bintaro,150,5,4,3200000000.0,0
dijual permata bintaro sektor 9,santi ,Bintaro,,Bintaro,170,4,3,2800000000.0,0
dijual discovery bintaro,santi ,Bintaro,,Bintaro,80,3,2,2475000000.0,0
dijual taman puri bintaro,santi ,Bintaro,,Bintaro,240,4,4,6900000000.0,2
dijual rumah hotsale siap huni nyaman di discovery bintaro,santi ,Bintaro,,Bintaro,180,4,3,3700000000.0,2
dijual rumah di cluster kebayoran symphony bintaro jaya sektor 7 6169 st,santi ,Bintaro,,Bintaro,249,5,4,5900000000.0,2
dijual dijual rumah asri nyaman kebayoran heights bintaro bangunan arsitek terkenal 4005 ek,santi ,Bintaro,,Bintaro,360,4,5,6800000000.0,2
dijual camar raya,santi ,Bintaro,,Bintaro,250,4,3,4500000000.0,2
dijual hot sale di urbana place ciputat,santi ,,Ciputat,Ciputat,68,2,2,1600000000.0,0
dijual rumah strategis bebas banjir di bintaro jaya sektor 3,yuni ,Bintaro,,Bintaro,250,5,3,3500000000.0,2
dijual bintaro sektor 9,wanty s ,Bintaro,,Bintaro,180,4,4,2900000000.0,0
dijual dijual rumah bagus siap huni di dekat bintaro tangerang,azhar mohammad ,Bintaro,,Bintaro,36,2,1,900000000.0,0
dijual dijual rumah baru di griyaloka bsd tangerang selatan,sandra ,BSD,,,150,4,3,2950000000.0,0
dijual dijual rumah siap huni di delatinos bsd tangerang selatan,sandra ,BSD,,,69,2,2,1590000000.0,0
dijual rumah besar design modern di rempoa tangsel,agung wibowo ,,Ciputat,Ciputat,330,6,4,6000000000.0,2
dijual tangerang selatan,diqi ,Gading Serpong,Serpong,Serpong,66,3,3,628000000.0,0
dijual d lavia residence bintaro,tria ananda ,Bintaro,,Bintaro,50,3,2,600000000.0,0
dijual cluster ritzone icon bsd,jonathan wijaya ,BSD,,,220,4,3,130000000.0,0
dijual dijual rumah mewah di sektor 3a bintaro jaya tangsel,wachyu hidayat ,Bintaro,,Bintaro,245,4,3,5700000000.0,2
dijual dijual rumah cantik dan nyaman di kawasan tangerang selatan,dasep ,,Ciputat,Ciputat,250,4,4,3500000000.0,2
dijual dijual rumah cantik dalam cluster di cirendeu tangerang selatan,dasep ,,Ciputat,Ciputat,93,3,3,2300000000.0,0
dijual anthea bsd,deasy bunga ,BSD,,,120,4,3,3300000000.0,0
dijual delatinos bsd city,deasy bunga ,BSD,,,540,6,6,10500000000.0,1
dijual foresta bsd city,deasy bunga ,BSD,,,249,5,4,4500000000.0,2
dijual castilla bsd city,deasy bunga ,BSD,,,150,4,3,3000000000.0,0
dijual greenwich aether bsd city,deasy bunga ,BSD,,,165,4,3,3500000000.0,2
dijual inspirahaus tabebuya bsd,deasy bunga ,BSD,,,48,2,2,1100000000.0,0
dijual buenos aires delatinos bsd,deasy bunga ,BSD,,,250,5,3,3000000000.0,2
dijual the green bsd,deasy bunga ,BSD,,,330,4,4,5800000000.0,2
dijual foresta fiore bsd,deasy bunga ,BSD,,,290,5,4,6000000000.0,2
dijual residence one,deasy bunga ,Serpong,Serpong,Lengkong Gudang,75,3,2,1100000000.0,0
dijual rumah cantik di sektor 9 bintaro,santi ,Bintaro,,Bintaro,120,3,2,2350000000.0,0
dijual griya loka bsd,deasy bunga ,BSD,,,150,4,3,2300000000.0,0
dijual bohemia gading serpong,deasy bunga ,Gading Serpong,Serpong,Serpong,110,4,4,2250000000.0,0
dijual alicante gading serpog,deasy bunga ,Gading Serpong,Serpong,Serpong,164,4,4,3980000000.0,2
dijual rossini symphonia,deasy bunga ,Gading Serpong,Serpong,Serpong,104,4,3,2750000000.0,0
dijual brand new di bsd,santi ,BSD,,,180,3,2,2850000000.0,0
dijual golden vienna bsd,deasy bunga ,BSD,,,400,5,6,3200000000.0,2
dijual golden vienna 2 bsd,deasy bunga ,BSD,,,90,3,2,2500000000.0,0
dijual bintaro sektor 9,santi ,Bintaro,,Bintaro,137,3,2,6900000000.0,2
dijual griya sutera,deasy bunga ,Alam Sutera,,,70,3,2,1300000000.0,0
dijual rumah murah di gading serpong,stella sung ,Gading Serpong,Serpong,Serpong,200,3,2,2200000000.0,0
dijual dijual rumah bagus 2 lantai di bintaro tangerang hadap barat,emma radesma ,Bintaro,,Bintaro,400,5,4,5000000000.0,2
dijual dijual segera rumah bagus lokasi strategis furnished di pamulang,emma radesma ,Pamulang,Pamulang,,450,6,4,4400000000.0,2
dijual discovery bintaro,wira mohamad ,Bintaro,,Bintaro,150,4,3,3500000000.0,0
dijual jual rumah desain apik sirkulasi baik di menteng bintaro 9908 dm,fanta r tan ,Bintaro,,Bintaro,400,5,3,8250000000.0,1
dijual rumah dijual palem puri 1 ciputat tangerang free biaya biaya shm,yolanda ,,Ciputat,Ciputat,82,3,3,1530000000.0,0
dijual dijual rumah siap huni di tangerang selatan sudah renovasi shm,yolanda ,Pamulang,Pamulang,,88,3,2,1440000000.0,0
dijual dijual rumah siap huni diserpong lagoon shm nego,yolanda ,Serpong,Serpong,Serpong,84,2,2,1000000000.0,0
dijual dijual cepat rumah ditangsel siap huni sudah renovasi shm nego,yolanda ,Serpong,Serpong,Serpong,88,3,2,1440000000.0,0
dijual rumah dijual sektor 2 bintaro jaya dekat cendrawasih garuda sektor 1,alexa ,Bintaro,,Bintaro,500,4,6,6000000000.0,1
dijual rumah modern akses lokasi strategis dekat stasiun di bintaro,rambo ,Bintaro,,Bintaro,275,3,2,2400000000.0,2
dijual dijual rumah murah dan mewah di taman tirta golf bsd city,uthe ,BSD,Serpong,Serpong Utara,475,6,5,12000000000.0,1
dijual dijual rumah di nusa loka bsd,uthe ,BSD,Serpong,Serpong,300,4,3,2950000000.0,2
dijual dijual rumah serpong teras tangerang selatan,uthe ,Serpong,Serpong,Serpong,80,3,2,1100000000.0,0
dijual di jual rumah di bukit golf terrace bsd,uthe ,BSD,Serpong,Serpong,783,6,6,17500000000.0,1
dijual rumah di jual di nusa loka bsd tangerang selatan,uthe ,BSD,,,300,5,6,6000000000.0,2
dijual dijual rumah 2 lantai di bukit terrace golf bsd,uthe ,BSD,Serpong,Serpong,650,10,8,16000000000.0,1
dijual dijual rumah di bsd kencana loka tangerang selatan,uthe ,BSD,Serpong,Serpong,200,4,4,2200000000.0,0
dijual dijual rumah modern minimalis dalam cluster di legoso cirendeu,zumi mahmud ,,Ciputat,Ciputat,80,2,2,1200000000.0,0
dijual d lavia residence bintaro,tria ananda ,Bintaro,,Bintaro,55,3,2,600000000.0,0
dijual dijual rumah bagus siap huni di serpong utara dalam komplek lingkungan tenang,darmayanti manan ,Serpong,Serpong,Serpong Utara,200,5,2,3500000000.0,2
dijual cirendeu,darmayanti manan ,,Ciputat,Ciputat,300,5,3,4400000000.0,2
dijual dijual cepat rumah dalam komplek di ciputat timur tangerang selatan,darmayanti manan ,,Ciputat,Ciputat,130,3,2,1050000000.0,0
dijual serpong park,lince setiawan ,Serpong,Serpong,Serpong,60,3,1,850000000.0,0
dijual camar bintaro,wira mohamad ,Bintaro,,Bintaro,250,4,3,5500000000.0,2
dijual bintaro d lavia residence mulai 600jutaan dekat stasiun tol,tria ananda ,Bintaro,,Bintaro,55,3,2,600000000.0,0
dijual rumah dijual cluster strozzi summarecon serpong symphonia cluster mewah,gaspro ,Serpong,Serpong,Serpong,92,3,2,2400000000.0,0
dijual rumah cantik lingkungan asri dalam komplek dekat mrt di cirendeu,rambo ,Cirendeu,Ciputat,Ciputat,75,2,2,1750000000.0,0
dijual rumah modern dalam komplek dekat tol di pamulang,rambo ,Pamulang,Pamulang,,200,4,3,1400000000.0,0
dijual rumah bagus 1 lantai turun harga di sektor 5 bintaro jaya am 9671,ade muliana ,Bintaro,,Bintaro,120,2,1,2875000000.0,0
dijual rumah 2 lantai 3 kamar tidur modern di kebayoran bintaro sc 9706,ade muliana ,Bintaro,,Bintaro,88,3,3,2500000000.0,0
dijual kebayoran village,wira mohamad ,Bintaro,,Bintaro,344,5,3,3200000000.0,2
dijual rumah turun harga 1 lantai minimalis di discovery bintaro sc 9708,ade muliana ,Bintaro,,Bintaro,50,2,1,2000000000.0,0
dijual promo rumah baru siap huni beverly like parung panjang,eky ,BSD,,,30,2,1,465000000.0,0
dijual mazenta,eky ,Bintaro,,Bintaro,83,3,3,1800000000.0,0
dijual saka living bintaro,eky ,Bintaro,,Bintaro,73,3,2,1300000000.0,0
dijual rumah mewah 2 lantai aspen park bsd deket tol bsd,eky ,BSD,,,69,2,2,1100000000.0,0
dijual bintaro bsd serpong tangerang selatan,agung anugrah ,Bintaro,,Bintaro,72,3,3,900000000.0,0
dijual rumah murah cendana 88,eky ,Pamulang,Pamulang,,52,3,2,800000000.0,0
dijual rumah ready huni 2 lantai minimalis di maleo sektor 9 bintaro am9749,ade muliana ,Bintaro,,Bintaro,150,4,3,2700000000.0,0
dijual bintaro sektor 1,wira mohamad ,Bintaro,,Bintaro,105,3,3,2200000000.0,0
dijual hunian mewah cantik di sektor 7 bintaro jaya sc 4231 rd,shanty suntea ,Bintaro,,Bintaro,250,4,2,8600000000.0,2
dijual hunian mewah di sektor 7 bintaro jaya siap huni sc 4374 rd,shanty suntea ,Bintaro,,Bintaro,300,4,3,8500000000.0,2
dijual hunian mewah luas siap huni di sektor 9 bintaro sc 4398 rd,shanty suntea ,Bintaro,,Bintaro,550,6,5,7900000000.0,1
dijual hunian super mewah di sektor 7 bintaro jaya sc 4502 rd,shanty suntea ,Bintaro,,Bintaro,550,6,6,19900000000.0,1
dijual hunian bagus dalam cluster siap huni di sektor 7 bintaro sc 4563 rd,shanty suntea ,Bintaro,,Bintaro,240,5,3,7500000000.0,2
dijual hunian siap huni di sektor 9 bintaro jaya gb 4272 rd,roni ,Bintaro,,Bintaro,111,3,2,2500000000.0,0
dijual hunian bagus siap di huni di sektor 9 bintaro fn 4236 rd,roni ,Bintaro,,Bintaro,150,3,2,2650000000.0,0
dijual hunian mewah dalam cluster exclusive di sektor 9 bintaro gb 4546 rd,roni ,Bintaro,,Bintaro,225,4,3,4500000000.0,2
dijual hunian 2 lantai lokasi strategis di sektor 7 bintaro gb 4581 rd,roni ,Bintaro,,Bintaro,240,9,6,2500000000.0,2
dijual discovery alton pondok aren,dwi rimayanti ,,Pondok Aren,Pondok Aren,126,4,4,4491000000.0,0
dijual rumah dijual murah siap huni shm di jalan raya puspitek 20 menit ke rawabuntu,joanne ester ,Serpong,Serpong,Serpong,45,2,1,710000000.0,0
dijual rumah dijual kanade mewah the zora di bsd city,daniel sunardi ,BSD,,,485,5,6,14165628000.0,1
dijual bsd city cluster fleekhauz disewakan rumah full furnished,billy ,BSD,,,45,2,1,55000000.0,0
dijual tangerang selatan,diqi ,Alam Sutera,,,66,3,3,628000000.0,0
dijual serpong,linda elisabeth ,Gading Serpong,Serpong,Serpong,127,5,4,2700000000.0,0
dijual rumah dijual di kanade the zora luxury homes at bsd city,daniel sunardi ,BSD,,,358,4,6,10501668000.0,1
dijual rumah hook sudah dilakukan renovasi di cluster callysta graha bintaro jaya,aldi hen ,Bintaro,Pondok Aren,Pondok Aren,100,3,2,1850000000.0,0
dijual rumah siap huni ada swimming pool dkt bintaro sektor 8 wd33473,widya suci ,Bintaro,,Bintaro,234,3,4,5500000000.0,2
dijual rumah siap huni semi furnish di villa cendana ciputat,ratih ratnawulan ,,Ciputat,Ciputat,140,2,2,1700000000.0,0
dijual jual cepat harga all in nego rumah ready furniture di pamulang park residence tangsel siap kpr,sarah maghfiratan warahmah ,Pamulang,Pamulang,,60,2,1,960000000.0,0
dijual dijual rumah tangerang selatan,nilawati ,Pamulang,Pamulang,,160,3,4,2500000000.0,0
dijual dijual rumah regensi melati mas dibawah harga pasar,linda ,Serpong,Serpong,Serpong Utara,66,2,1,850000000.0,0
dijual rumah 2 lantai konsep industrialis harga ekonomis,rama wardana ,Pamulang,Pamulang,Bambu Apus,65,3,2,899000000.0,0
dijual rumah siap huni di pelangi bintaro pondok ranji,eka ,,Ciputat,Ciputat,400,4,5,4000000000.0,2
dijual bintaro sektor 3a,abuy tjia ,Bintaro,,Bintaro,350,4,3,7400000000.0,2
dijual serpong green park cluster emerald,liem siu ik ,,Ciputat,Ciputat,60,3,1,850000000.0,0
dijual bsd city,susanti lianadjaja ,BSD,,,73,3,2,1875000000.0,0
dijual serpong park,nathalia chendra ,Serpong,Serpong,Serpong,60,3,2,850000000.0,0
dijual rumah dijual minimalis berkonsep couple 300 jt an ashoka park,annisa ,Serpong,Serpong,Serpong,32,2,1,301050000.0,0
dijual rumah dijual minimalis berkonsep jepang hanya 200 jutaan dekat serpong di ciputat timur,annisa ,,Ciputat,Ciputat,32,2,1,297000000.0,0
dijual rumah dijual ashoka park rumah 300 jt an kpr syariah no bi checking,annisa ,,Ciputat,Ciputat,32,2,1,317000000.0,0
dijual rumah dijual di ashoka park rumah couple 200 jutaan dekat bsd di ciputat tangerang selatan,annisa ,,Ciputat,Ciputat,32,2,1,301050000.0,0
dijual rumah dijual syariah 300 jt an cicilan flat tanpa bunga full fasilitas,annisa ,Serpong,Serpong,Serpong,32,2,1,317775000.0,0
dijual rumah dijual di ashoka view rumah mewah 2 lantai 200 jt an di serpong tangerang selatan,annisa ,Serpong,Serpong,Serpong,36,2,1,323100000.0,0
dijual rumah dijual dekat bsd free biaya kpr ashoka park pamulang tangerang selatan,annisa ,Pamulang,Pamulang,,32,2,1,317000000.0,0
dijual dijual rumah regensi melati mas dibawah harga pasar,lius kasdianto ,Serpong,Serpong,Serpong Utara,66,2,1,850000000.0,0
dijual hunni bintaro by ruma id,kevin sasky ,Bintaro,,Bintaro,107,3,3,1721000000.0,0
dijual grenwich cluster hyland bsd city,tan liliawati ,BSD,,,133,4,4,2450000000.0,0
dijual rumah hook sudah dilakukan renovasi di cluster graha bintaro jaya lokasi strategis dekat club hou,vivi roeseno ,Bintaro,,Bintaro,100,3,2,1850000000.0,0
dijual bsd amarine,liana fang ,BSD,,,110,2,2,1650000000.0,0
dijual gading serpong beryl,liana fang ,Gading Serpong,Serpong,Serpong,150,3,3,3500000000.0,0
dijual bsd griya loka,robby ,BSD,,,250,10,5,2000000000.0,2
dijual alam sutera,liana fang ,Alam Sutera,,,185,4,4,5500000000.0,2
dijual rumah baru murah free biaya biaya dekat stasiun jurangmangu,suharto gunadis ,,Ciputat,Ciputat,37,2,1,772300000.0,0
dijual rumah cantik siap huni dijual di pinggir jalan bintaro sektor 9,alexa ,,Ciputat,Ciputat,94,3,2,1500000000.0,0
dijual rumah brand new ciputat bintaro dekat stasiun sudimara,alexa ,,Pondok Aren,Pondok Aren,64,3,2,1280000000.0,0
dijual rumah modern minimalis murah dekat walikota tangsel akses tol bsd dan stasiun rawabuntu,suharto gunadis ,,Ciputat,Ciputat,81,3,2,1195000000.0,0
dijual rumah modern minimalis dekat bsd city,suharto gunadis ,Serpong,Serpong,Serpong,60,3,2,1120000000.0,0
dijual bintaro sektor 9,dina ,Bintaro,,Bintaro,64,3,2,1280000000.0,0
dijual wangsa serpong,lily hardjadinata ,Pamulang,Pamulang,Serpong,82,2,2,1095000000.0,0
dijual rumah 2 lantai murah free biaya biaya akses tol bsd,suharto gunadis ,Pamulang,Pamulang,Benda,80,3,3,1185000000.0,0
dijual rumah untuk usaha di pinggir jalan utama bintaro sektor 9,edwin bright ,,Pondok Aren,Pondok Aren,94,3,2,1500000000.0,0
dijual rumah murah siap huni ciputat bintaro,edwin bright ,,Ciputat,Ciputat,64,3,2,1280000000.0,0
dijual rumah siap huni dekat stasiun sudimara bintaro,ika indayanti ,Bintaro,,Bintaro,64,3,2,1280000000.0,0
dijual dijual rumah rapihn dan bersih siap huni daerah bintaro tw 0594ec,wilma ,Bintaro,,Bintaro,90,3,2,1700000000.0,0
dijual emerald garden parigi,ira judistira ,Bintaro,,Bintaro,350,5,4,4700000000.0,2
dijual rumah cluster feronia park alam sutera,yoehanes kurniawan ,Alam Sutera,,,124,5,3,2650000000.0,0
dijual dijual rumah mewah siap huni di bsd,dessy nurhayati ,BSD,,,405,6,5,6850000000.0,1
dijual rumah dijual ready imajihaus greenwich park bsd,evi yanthy ,BSD,,,77,3,3,2100000000.0,0
dijual serpong rumah syariah ready siap huni,ade somantri ,Serpong,Serpong,Serpong,55,3,2,975000000.0,0
dijual gadin serpong,leni susanto ,Gading Serpong,Serpong,Serpong,59,3,3,975000000.0,0
dijual rumah dijual di delatinos bsd city serpong tangerang selatan,yanna alwi ,BSD,,,320,4,4,5350000000.0,2
dijual rumah dijual di de latinos bsd city tangerang selatan,yanna alwi ,Serpong,Serpong,Serpong,360,5,5,5500000000.0,2
dijual rumah dijual di the icon bsd city,yanna alwi ,BSD,,,350,5,4,8000000000.0,1
dijual dijual rumah rapi cluster kebayoran residence bintaro jaya sektor 7,qadrina ,Bintaro,,Bintaro,555,8,6,8400000000.0,1
dijual rumah dijual di the icon bsd city,yanna alwi ,BSD,,,300,5,4,5000000000.0,2
dijual rumah baru modern,yenny ,BSD,Serpong,Serpong Utara,120,3,3,1850000000.0,0
dijual rumah turun harga di gading serpong,cicilia ,Gading Serpong,Serpong,Serpong,62,3,3,1075000000.0,0
dijual dijual rumah baru cantik minimalis di bintaro tangerang selatan,wiji budiawan ,Bintaro,,Bintaro,70,3,3,1500000000.0,0
dijual thown house griya damai ciater,taofik muliadi ,Bintaro,,Bintaro,89,3,2,1100000000.0,0
dijual thown house griya damai ciater,taofik muliadi ,,Ciputat,Ciputat,89,3,2,1100000000.0,0
dijual thown house griya damai ciater,taofik muliadi ,Pamulang,Pamulang,,89,3,2,1100000000.0,0
dijual griya damai ciater,taofik muliadi ,Alam Sutera,,,89,3,2,1100000000.0,0
dijual dijual rumah idaman strategis di natura serpong bebas banjir harga all in siap kpr,sarah maghfiratan warahmah ,Serpong,Serpong,Serpong,34,2,1,820000000.0,0
dijual graha buana mansion,taofik muliadi ,Serpong,Serpong,Serpong Utara,115,4,3,1480000000.0,0
dijual griya damai ciater,taofik muliadi ,Alam Sutera,,,89,3,2,1100000000.0,0
dijual citra garden serpong,min min sumardi ,Serpong,Serpong,Serpong,95,3,2,1800000000.0,0
dijual cluster serpong village one termurah,taofik muliadi ,Bintaro,,Bintaro,55,3,2,690000000.0,0
dijual cluster serpong village one termurah,taofik muliadi ,,Ciputat,Ciputat,55,3,2,690000000.0,0
dijual cluster termurah serpong village one,taofik muliadi ,Serpong,Serpong,Serpong Utara,55,3,2,690000000.0,0
dijual thown house murah griya damai ciater,taofik muliadi ,,Pondok Aren,Pondok Aren,89,3,2,1100000000.0,0
dijual thown house griya damai ciater,taofik muliadi ,BSD,,,89,3,2,1100000000.0,0
