listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual dijual cepat rumah kost 10 kamar,josie ,Bintaro,,Bintaro,186,10,10,1800000000.0,0
dijual dijual hunian 2 lantai free biaya surat surat di serpong tangerang selatan,hanna ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual dijual rumah di bintaro jaya sektor 2 tangerang selatan,sardan ,Bintaro,,Bintaro,314,5,4,3900000000.0,2
dijual the eminent bsd city cluster vivacia,josie ,BSD,,,320,4,4,4800000000.0,2
dijual palem puri 1,luca rimba liotez ,,Ciputat,Ciputat,82,3,2,1530000000.0,0
dijual nava pak lancewod bsd,yanti lisa ,BSD,,,285,4,4,8600000000.0,2
dijual dijual rumah 2 lantai akses strategis 5 juta all in di serpong tangsel,kencana ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual hot deal rumah mewah di cluster jadeite bsd city tangerang,valent eddy ,BSD,,,225,5,5,6500000000.0,2
dijual rumah 2 lantai dekat tol dan aeon mall di mozia amarine bsd city,valent eddy ,BSD,,,95,3,2,2099000000.0,0
dijual rumah brand new di dalam town hous legoso ciputat,edwin turangan ,,Ciputat,Ciputat,80,3,3,2350000000.0,0
dijual perumahan jombang pondok aren,toyo ,,Pondok Aren,Pondok Aren,45,1,1,1100000000.0,0
dijual dijual hunian 2 lantai ada kolam renang bonus canopy di serpong tangsel,rudi wahrudi ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual dijual rumah hook brand new sedang dibangun di mertilang bintaro jaya sektor 9 1274 mei,aldi hen ,Bintaro,,Bintaro,300,4,5,5200000000.0,2
dijual dijual rumah brandnew bintaro jaya sekt 9,laurentia linda ,Bintaro,,Bintaro,170,4,3,2900000000.0,0
dijual dijual bu rumah villa dago pamulang tangerang selatan banten,lulu ,Pamulang,Pamulang,,192,5,4,2800000000.0,2
dijual dijual rumah minimalis siap huni di bintaro,laurentia linda ,Bintaro,,Bintaro,75,3,2,1650000000.0,0
dijual dijual rumah 2 lantai 5 juta all in bonus canopy di serpong tangsel,hana ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual rumah dijual murah cantik di samara village gading serpong tangerang selatan,arianto bernard ,Gading Serpong,Serpong,Serpong,65,2,2,1300000000.0,0
dijual rumah dijual di daerah jombang siap huni cantik rapi ada balkon,kartika ,,Ciputat,Ciputat,190,4,3,2300000000.0,0
dijual dijual rumah tropis fasilitas lengkap 2 lantai di serpong tangerang,anah ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual rumah baru siap huni cluster mozart symphonia gading serpong lt 9x17,ari kurniawan sepriansyah ,,Ciputat,Ciputat,196,3,3,4744890000.0,2
dijual dijual rumah cantik siap huni lokasi strategis di bintaro jaya sektor 7 tangerang selatan,melda dahmin ,Bintaro,,Bintaro,240,5,4,5850000000.0,2
dijual cluster mozart siap pakai ready stok persembahan summarecon serpong,ari kurniawan sepriansyah ,BSD,,,196,3,3,4744860000.0,2
dijual hunian elegant lake view mozart at summarecon gading serpong mulai 5man,ari kurniawan sepriansyah ,Serpong,Serpong,Serpong Utara,196,3,3,4744830000.0,2
dijual residence one,eryawan kurnia ,Serpong,Serpong,Lengkong Gudang,300,4,5,3500000000.0,2
dijual serpong lagoon,luca rimba liotez ,Serpong,Serpong,Serpong,56,2,2,950000000.0,0
dijual nusa loka bsd,melani sangtoki ,BSD,,,90,3,2,1500000000.0,0
dijual bsd city victoria river park rumah 2lantai murah lokasi strategis,hendra k ,BSD,,,294,4,3,6500000000.0,2
dijual berkelas hunian eksclusif di gading serpong cluster heron by summarecon,ari kurniawan sepriansyah ,Bintaro,,Bintaro,207,5,4,5277700000.0,2
dijual gading serpong,agnes ,Gading Serpong,Serpong,Serpong,160,4,2,2400000000.0,0
dijual summarecon serpong caribbean flamingo lokasi springs sangat cuan,ari kurniawan sepriansyah ,Serpong,Serpong,Serpong,132,3,2,2945000000.0,0
dijual residence one,subandi ,Serpong,Serpong,Lengkong Gudang,195,5,5,3800000000.0,2
dijual jual rumah jl murid salim ciputat lebak bulus,edwin turangan ,,Ciputat,Ciputat,250,4,2,3300000000.0,2
dijual ciputat,mardiah ,,Ciputat,Ciputat,37,2,1,762500000.0,0
dijual dijual cepat rumah hoek di puspita loka bsd city 2 lantai,andri ,BSD,Serpong,Serpong,270,6,3,3800000000.0,2
dijual pamulang tangerang selatan,kartini kartodihardjo ,Pamulang,Pamulang,,69,3,2,999000000.0,0
dijual vila melati mas bsd city,alia nurfallah ,BSD,,,100,2,1,1350000000.0,0
dijual villa gunung lestari,amelia ,,Ciputat,Ciputat,190,4,3,2300000000.0,0
dijual pondok cabe tangerang selatan,kartini kartodihardjo ,Pamulang,Pamulang,,260,5,3,2800000000.0,2
dijual the symphonia,ria rusnofera ,Gading Serpong,Serpong,Serpong,104,3,2,2750000000.0,0
dijual rumah mewah murah dibintaro sektor 3 tangerang selatan,sardan ,Bintaro,,Bintaro,412,6,3,8500000000.0,1
dijual puri bintaro sektor 9 tangerang selatan,sardan ,Bintaro,,Bintaro,230,5,5,3850000000.0,2
dijual dijua rumah di taman puri bintaro jaya sektor 9 tangerang selatan,sardan ,Bintaro,,Bintaro,250,5,4,4500000000.0,2
dijual komp pondok hijau legoso ciputat tangsel,edwin turangan ,,Ciputat,Ciputat,84,3,1,1600000000.0,0
dijual dijual rumah serpong jaya cluster the spring di jl raya puspitek serpong tangerang,angeline warti ,Serpong,Serpong,Serpong,55,2,2,1500000000.0,0
dijual de savana rumah townhouse cirendeu tangsel dekat lb bulus,syams arrad ,,Ciputat,Ciputat,115,3,2,1650000000.0,0
dijual dijual rumah diperkici bintaro jaya sektor 5 tangerang selatan,sardan ,Bintaro,,Bintaro,200,5,5,2350000000.0,2
dijual cluster maxwell gading serpong tangsel,lina noviarini ,Gading Serpong,Serpong,Serpong,193,5,4,4700000000.0,2
dijual rumah unik semi furnished di discovery fiore bintaro gb 10373,gabie ,Bintaro,,Bintaro,160,3,3,4300000000.0,2
dijual rumah 2 lantai jalan akses lebar di sektor 4 bintaro jaya sc 10419,gabie ,Bintaro,,Bintaro,100,3,2,1500000000.0,0
dijual taman tekno bsd,ading kurniadi ,Serpong,Serpong,Serpong,104,3,3,1500000000.0,0
dijual rumah dijual di sutera tiara alama sutera serpong tangerang,leo ,Serpong,Serpong,Serpong Utara,485,4,5,9900000000.0,1
dijual synthesis homes,berlantin ,,Ciputat,Ciputat,106,3,2,2885000000.0,0
dijual rumah siap huni free biaya biaya cicilan 2 jutaan,sam ,Pamulang,Pamulang,,32,2,1,2000000.0,0
dijual tropical village perumahan cicilan cuma 2 jt an,sam ,BSD,,,32,2,1,385000000.0,0
dijual bintaro,anggri permata syahri ,Bintaro,,Bintaro,150,4,4,2700000000.0,0
dijual dijual rumah bagus 2 5 lt siap huni semi furnished di cluster omaha paramount gading serpong,taufiq kurachman ,Gading Serpong,Serpong,Serpong,120,4,3,1900000000.0,0
dijual rumah minimalis dalam cluster di tengah bsd dan bintaro,taufiq kurachman ,,Ciputat,Ciputat,125,4,4,2050000000.0,0
dijual dijual rumah siap huni dalam komplek area perempatan duren sawah lama bintaro tangsel,taufiq kurachman ,,Ciputat,Ciputat,90,4,3,1550000000.0,0
dijual dijual rumah di town house exclusive jl kompas pondok ranji ciputat tangerang selatan,taufiq kurachman ,,Ciputat,Ciputat,114,3,3,1800000000.0,0
dijual dijual cepat rumah di pinggiran jalan cirendeu raya sekitaran bintaro tangsel,taufiq kurachman ,,Ciputat,Ciputat,108,3,3,1700000000.0,0
dijual dijual rumah cluster mahagony park graha bintaro jaya,taufiq kurachman ,Serpong,Serpong,Serpong Utara,100,3,2,2000000000.0,0
dijual rumah dijual di permata bintaro sektor 9,taufiq kurachman ,,Pondok Aren,Pondok Aren,100,2,2,1990000000.0,0
dijual di jual rumah di cluster savia tevana bsd tangerang selatan,taufiq kurachman ,BSD,,,96,3,2,2200000000.0,0
dijual dijual rumah brand new di golden park bsd serpong utara,taufiq kurachman ,BSD,,,136,4,4,1350000000.0,0
dijual turun harga dijual rumah 2 lantai siap huni di lokasi strategis komplek pajak jurangmangu,taufiq kurachman ,Bintaro,,Bintaro,110,3,2,1700000000.0,0
dijual ciputat,kartini kartodihardjo ,,Ciputat,Ciputat,130,4,4,1650000000.0,0
dijual residence one,nelly salim ,Serpong,Serpong,Lengkong Gudang,140,3,3,2600000000.0,0
dijual residence one,nelly salim ,Serpong,Serpong,Lengkong Gudang,100,3,2,1900000000.0,0
dijual rumah bagus modern minimalist siap huni di sektor 6 bintaro jaya,raumanen ,Bintaro,,Bintaro,300,6,6,5900000000.0,2
dijual sektor 3 bintaro jaya rumah mewah modern tropical dengan swimming pool siap huni,raumanen ,Bintaro,,Bintaro,283,5,5,7900000000.0,2
dijual residence one,kenji haritz ,Serpong,Serpong,Serpong,144,5,5,1600000000.0,0
dijual griya loka bsd city,euisnovi ,BSD,,,140,4,2,1850000000.0,0
dijual rumah dijual di the icon bsd city,yanna alwi ,BSD,,,355,5,4,6000000000.0,2
dijual rumah dijual rapi siap huni serpong lagoon tangerang selatan,ben wisesa ,Serpong,Serpong,Serpong,58,2,2,850000000.0,0
dijual rumah dijual di depan taman rapih pavilion bsd city tangerang selatan,ben wisesa ,BSD,,,140,4,3,2350000000.0,0
dijual virginia lagoon bsd,ben wisesa ,BSD,,,300,5,4,7950000000.0,2
dijual sektor 9 bintaro jaya,moko ,Bintaro,Pondok Aren,Pondok Aren,90,3,2,1700000000.0,0
dijual cirendeu,heni riani susanti ,Cirendeu,Ciputat,Ciputat,100,3,3,1821000000.0,0
dijual pisangan ciputat timur,heni riani susanti ,,Ciputat,Ciputat,115,4,2,1870000000.0,0
dijual dijual rumah di bukit sarua pamulang tangerang selatan,roswina eka putri ,Pamulang,Pamulang,,256,5,4,1950000000.0,2
dijual dijual rumah segera di cirendeu,decky rizky ,Cirendeu,Ciputat,Ciputat,150,4,3,2250000000.0,0
dijual pondok cabe,heni riani susanti ,,Ciputat,Ciputat,105,3,2,2045000000.0,0
dijual jual rumah di graha raya bintaro lt 204 rp 2 6 m nego,roswina eka putri ,Bintaro,,Bintaro,160,4,1,2600000000.0,0
dijual jual rumah cantik siap huni di bintaro rp 3 5 m nego,roswina eka putri ,Bintaro,,Bintaro,180,6,4,3500000000.0,2
dijual cirendeu,heni riani susanti ,Cirendeu,Ciputat,Ciputat,100,3,3,1525000000.0,0
dijual sektor 5 bintaro jaya,moko ,Bintaro,Pondok Aren,Pondok Aren,200,5,3,2500000000.0,2
dijual pondok cabe,heni riani susanti ,,Ciputat,Ciputat,120,3,3,1600000000.0,0
dijual rumah dijual murah 1lantai di bintaro jaya sektor v bebas banjir,raumanen ,Bintaro,,Bintaro,100,4,3,2380000000.0,0
dijual dijual cepat rumah minimalis lokasi pondok benda pamulang 2 tangerang selatan,hansel lie ,Pamulang,Pamulang,,105,3,2,1400000000.0,0
dijual dijual cepat rumah lokasi komplek legoso ciputat tangerang selatan,hansel lie ,,Ciputat,Ciputat,396,4,5,2500000000.0,2
dijual bsd city puspita loka,malyly hanijati ,BSD,Serpong,Lengkong Gudang,180,4,3,3500000000.0,2
dijual rumah sheffield,malyly hanijati ,BSD,,,275,5,5,6700000000.0,2
dijual pondok cabe,heni riani susanti ,,Ciputat,Ciputat,57,2,1,850000000.0,0
dijual pondok cabe,heni riani susanti ,,Ciputat,Ciputat,76,3,2,1000000000.0,0
dijual bintaro sector 3 brandnew modern house 2 lt,ayu kusuma ,Bintaro,,Bintaro,250,3,4,4750000000.0,2
dijual rumah dijual cepat terawat lokasi strategis dan asri di cirendeu,sutri ,,Ciputat,Ciputat,200,4,5,2990000000.0,2
dijual latinos business district di bsd city,soi dewi ,BSD,,,91,2,2,1700000000.0,0
dijual green cove bsd cilenggang kec serpong kota tangerang selatan,retno adiningtyas ,BSD,Serpong,Serpong,500,6,4,13500000000.0,1
dijual kencana loka bsd extention 2 kota tangerang selatan,retno adiningtyas ,BSD,Serpong,Serpong,250,4,4,2950000000.0,2
dijual rumah di vermont parkland bsd lokasi kawasan telaga golf luas tanah 314 m2 semi furnished,teddy chandra ,BSD,Serpong,Lengkong Gudang,300,5,4,6500000000.0,2
dijual dijual rumah baru di cluster u house bintaro jaya,titin zae ,Bintaro,Ciputat,Ciputat,44,2,1,1950000000.0,0
dijual di jual rumah bagus di komplek anggrek loka graha raya bintaro,titin zae ,Bintaro,,Bintaro,230,3,2,2600000000.0,2
dijual gading serpong sektor 1e,olivia ,Gading Serpong,Serpong,Serpong,220,3,3,3800000000.0,2
dijual bsd griya idola,olivia ,BSD,,,190,4,3,1400000000.0,0
dijual bsd eminent,olivia ,BSD,,,144,3,4,3500000000.0,0
dijual paramount new menteng,olivia ,Gading Serpong,Serpong,Serpong,257,3,3,4800000000.0,2
dijual di jual rumah besar bagus dan murah di cikini bintaro jaya sektor 7,titin zae ,Bintaro,,Bintaro,300,5,4,13500000000.0,1
dijual heron summarecon,olivia ,Serpong,Serpong,Serpong,259,3,3,7100000000.0,2
dijual dijual rumah bagus siap huni,titin zae ,Bintaro,,Bintaro,314,5,4,3700000000.0,2
dijual matera paramount,olivia ,Gading Serpong,Serpong,Serpong,208,4,3,7100000000.0,2
dijual di jual rumah di kencana loka bumi serpong damai bsd tangerang,titin zae ,BSD,,,135,3,2,1700000000.0,0
dijual dijual rumah baru di cluster yamala haus ciater serpong tangsel,titin zae ,Serpong,Serpong,Serpong,60,3,2,900000000.0,0
dijual di jual rumah di villa bintaro regency bintaro sek 9 pondok aren tangerang selatan,titin zae ,,Pondok Aren,Pondok Aren,104,3,3,1275000000.0,0
dijual bsd anarta vanya park,olivia ,BSD,,,89,6,3,1200000000.0,0
dijual di jual rumah di cluster sahid mansion ceger pondok aren tangerang,titin zae ,,Pondok Aren,Pondok Aren,45,2,1,1200000000.0,0
dijual lippo karawaci ubud,olivia ,Serpong,Serpong,Serpong,90,3,2,800000000.0,0
dijual di jual rumah di cluster graha raya bintaro jaya tangerang,titin zae ,Bintaro,,Bintaro,58,2,2,1500000000.0,0
dijual di jual rumah murah di komplek pisok bintaro jaya sektor 5 tangerang selatan,titin zae ,Bintaro,,Bintaro,200,4,3,2800000000.0,2
dijual di jual rumah hoek ada pool nya di komplek bumi bintaro permai tangerang selatan,titin zae ,Bintaro,,Bintaro,476,4,4,5700000000.0,1
dijual cluster puspita loka bsd tangerang,titin zae ,BSD,Serpong,Serpong,325,5,4,5500000000.0,2
dijual fresco at virginia gading serpong,ari kurniawan sepriansyah ,Gading Serpong,Serpong,Serpong,55,2,2,830000000.0,0
dijual jual rumah bintaro sektor 9,gito ,Bintaro,,Bintaro,105,4,2,1750000000.0,0
dijual jual rumah bintaro sektor 9,gito ,Bintaro,Pondok Aren,Pondok Aren,90,3,4,1700000000.0,0
dijual rumah 2 lantai siap huni konsep modern minimalis berada dalam cluster strategis area jombang ciputat,raka nugroho ,,Ciputat,Ciputat,75,3,2,1500000000.0,0
dijual jual rumah bintaro sektor 5,gito ,Bintaro,Pondok Aren,Pondok Aren,300,5,6,5200000000.0,2
dijual fresco at virginia arcadia trimezia gading serpong,ari kurniawan sepriansyah ,Gading Serpong,Serpong,Serpong,53,2,2,830000000.0,0
dijual new samara at samara village gading serpong,ari kurniawan sepriansyah ,Gading Serpong,Serpong,Serpong,79,3,2,1690000000.0,0
dijual caribbean at flamingo summarecon serpong,ari kurniawan sepriansyah ,Gading Serpong,Serpong,Serpong,166,4,3,3800000000.0,2
dijual rumah 2 lantai siap huni konsep modern minimalis berada dalam cluster strategis area pamulang tanger,raka nugroho ,Pamulang,Pamulang,,65,3,2,850000000.0,0
dijual kanade zora,andry ,BSD,,,485,5,7,13233250220.0,1
dijual rumah secondary 2 lantai terawat siap huni konsep modern minimalis berada dalam komplek perumahan st,raka nugroho ,,Ciputat,Ciputat,150,4,3,1700000000.0,0
dijual jual rumah bintaro sektor 9,artha ,Bintaro,Pondok Aren,Pondok Aren,105,4,2,1750000000.0,0
dijual jual rumah bintaro sekto 9,artha ,Bintaro,Pondok Aren,Pondok Aren,90,3,4,1700000000.0,0
dijual jual rumah bintaro sektor 5,artha ,Bintaro,Pondok Aren,Pondok Aren,300,5,6,5200000000.0,2
dijual jual rumah bintaro sektor 9,eril ,Bintaro,Pondok Aren,Pondok Aren,105,4,2,1750000000.0,0
dijual jual rumah bintaro sektor 9,eril ,Bintaro,,Bintaro,90,3,4,1700000000.0,0
dijual jual rumah bintaro sektor 5,eril ,Bintaro,Pondok Aren,Pondok Aren,300,5,6,5200000000.0,2
dijual dijual rumah di cluster ayna graha raya bintaro tangerang selatan,titin zae ,Bintaro,,Bintaro,84,4,3,1425000000.0,0
dijual dijual rumah di cluster ayna graha raya bintaro tangerang selatan,titin zae ,Bintaro,,Bintaro,84,4,3,1425000000.0,0
dijual dijual rumah di kencana loka bsd serpong tangerang selatan,titin zae ,BSD,,,100,3,3,1350000000.0,0
dijual rumah siap huni harga ekonomis nempel sektor 9 bintaro,syarifah nur aini ,,Ciputat,Ciputat,70,3,2,1662000000.0,0
dijual rumah baru siap huni cluster alam sutera dekat mall lw,iwan ,Alam Sutera,,,120,4,3,1975000000.0,0
dijual summarecon serpong cluster ruby,merry elizabeth ,Serpong,Serpong,Serpong,185,3,3,3400000000.0,2
dijual residence one,merry elizabeth ,Serpong,Serpong,Lengkong Gudang,200,6,5,2600000000.0,2
dijual residence one,merry elizabeth ,Serpong,Serpong,Lengkong Gudang,160,4,4,2850000000.0,0
dijual residence one bsd city,michael nalendra ,BSD,Serpong,Serpong,75,3,2,1100000000.0,0
dijual bsd puspita loka,mita ,BSD,,,150,4,4,3200000000.0,0
dijual rumah bagus town house di pisangan ciputat,hosea ika ac ,,Ciputat,Ciputat,150,3,2,2200000000.0,0
dijual dijual cepat rumah bintaro jaya design classic semi furnished,steven kho ,Bintaro,,Bintaro,200,6,3,11000000000.0,2
dijual rumah hook 2 lantai dalam komplek di pamulang barat pamulang tangerang selatan,harun azhari ,Pamulang,Pamulang,,342,7,5,3000000000.0,2
dijual villa inti persada,luca rimba liotez ,Pamulang,Pamulang,,88,3,2,1680000000.0,0
dijual dijual rumah rapih siap huni fully furnished di cluster bintaro sektor 9 tangerang selatan,melda dahmin ,Bintaro,,Bintaro,140,4,3,2600000000.0,0
dijual dijual rumah bintaro sektor 9 boombastis murah banget nego keras buruan,laila baharudin ,Bintaro,,Bintaro,56,2,1,1700000000.0,0
dijual bintaro,muhammad nur ,Bintaro,,Bintaro,380,5,4,10000000000.0,1
dijual bintaro sektor 7 menteng rumah dijual,cahyani kurniawati ,Bintaro,,Bintaro,203,4,4,5000000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,lucy rachmala ,Bintaro,,Bintaro,320,5,3,5800000000.0,2
dijual bintaro jaya sektor 9,nevi ,Bintaro,Pondok Aren,Pondok Aren,200,4,4,4700000000.0,2
dijual provence bsd,yanti ,BSD,,,67,2,1,1500000000.0,0
dijual jual rumah cantik homey di kawasan bsd,yanti ,BSD,,,234,4,3,3300000000.0,2
dijual dijual rumah hoek mewah bintaro,lingga t ,Bintaro,,Bintaro,502,0,0,17000000000.0,1
dijual residence one bsd,samsul bachtiar ,BSD,,,300,4,5,3500000000.0,2
dijual dijual rumah siap huni di kencana loka bsd,luca rimba liotez ,Serpong,Serpong,Serpong,78,3,2,1750000000.0,0
dijual jual rumah bagus siap huni di alam sutera,linka ,Alam Sutera,,,380,4,5,10800000000.0,1
dijual jual cepat rumah vanya park bsd,lulu ,BSD,,,85,3,2,1900000000.0,0
dijual jual rumah bagus semi furnished di residence one bsd,linka ,BSD,,,300,4,5,3500000000.0,2
dijual di jual rumah secondary terawat desain industrial modern dalam perumahan sawah baru ciputat tangsel,yulia fitri ,,Ciputat,Ciputat,200,6,3,2500000000.0,2
dijual jual rumah phg pondok hijau golf gading serpong,maria ,Gading Serpong,Serpong,Serpong Utara,128,3,2,3000000000.0,0
dijual djual rumah sakeena residence pamulang tangerang rumah murah lokasi strategis,nur hidayat nur ,Pamulang,Pamulang,,60,3,2,800000000.0,0
dijual korean cluster aerra at eonna bsd city sinarmas land mulai 4m,ari kurniawan sepriansyah ,BSD,,,192,4,5,4700280000.0,2
dijual rumah premium dengan konsep singapore di kawasan terbaru bsd city 7x14 harga 2 4m,ari kurniawan sepriansyah ,Bintaro,,Bintaro,118,2,2,2400600000.0,0
dijual rumah premium welton hiera by sinarmas type 9 7x14 harga 2 4m,ari kurniawan sepriansyah ,BSD,,,118,2,2,2400500000.0,0
dijual alam sutera pelangi pakualam kec serpong utara kota tangerang selatan,retno adiningtyas ,Serpong,Serpong,Serpong Utara,380,5,5,10800000000.0,1
dijual rumah dijual the green bsd tangerang selatan,lulu ,BSD,,,235,3,3,4200000000.0,2
dijual dijual rumah villa serpong bsd tangerang selatan,lulu ,BSD,,,135,4,2,1350000000.0,0
dijual the green bsd cluster blossom,ferdy mahendra ,Serpong,Serpong,Serpong,350,6,6,6300000000.0,2
dijual rumah komplek 2 lantai dekat pintu tol jelupang serpong utara,dadang rosniandar dadang drd ,Serpong,Serpong,Serpong Utara,100,3,2,850000000.0,0
dijual rumah dijual sektor 1b gading serpong,abadi david ,Gading Serpong,Serpong,Serpong,250,5,4,4200000000.0,2
dijual rumah 2 lantai di tangerang selatan,mei ling ,Serpong,Serpong,Serpong Utara,90,2,1,445859200.0,0
dijual rumah dijual di bsd city tangerang selatan,yanna alwi ,BSD,,,130,4,3,1800000000.0,0
dijual rumah hook dalam komplek di pisangan ciputat timur,harun azhari ,,Ciputat,Ciputat,65,2,1,1075000000.0,0
dijual amarine,rista ,BSD,,,95,3,2,2099000000.0,0
dijual di jual rumah lebar 8 x 17 gading serpong cluster azalea full renovasi,maria ,Gading Serpong,Serpong,Serpong,272,5,4,2600000000.0,2
dijual dijual rumah bagus di bintaro sektor 3 id,hendra hartono ,Bintaro,,Bintaro,150,4,2,3500000000.0,0
dijual rumah cluster baru granada menaggio gading serpong type 8,lyna ang ,Gading Serpong,Serpong,Serpong,147,3,3,3800000000.0,0
dijual taman tirta golf bsd lengkong karya kec serpong utara kota tangerang selatan,retno adiningtyas ,BSD,Serpong,Serpong Utara,426,7,4,9900000000.0,1
